label,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41
Forward,0.2760255038738251,0.7615967988967896,0.34373629093170166,0.7280129194259644,0.401644229888916,0.6680905222892761,0.4662090539932251,0.6239672303199768,0.5250701904296875,0.5893933773040771,0.3322627544403076,0.5440237522125244,0.36178058385849,0.4374546706676483,0.383301705121994,0.366379976272583,0.399635374546051,0.2962186932563782,0.2766236662864685,0.5283292531967163,0.27374377846717834,0.4025774598121643,0.27333134412765503,0.31613004207611084,0.2675228714942932,0.23189997673034668,0.22657173871994019,0.5457842350006104,0.19284379482269287,0.4308277368545532,0.1714339703321457,0.35019922256469727,0.15280841290950775,0.27114808559417725,0.18752510845661163,0.5878785848617554,0.13765785098075867,0.5095130205154419,0.10712845623493195,0.4601152539253235,0.07996825873851776,0.4083598852157593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward,0.2836417555809021,0.7237401008605957,0.35342416167259216,0.6995773315429688,0.4169081449508667,0.6472154855728149,0.4855445325374603,0.6072497367858887,0.5429696440696716,0.5698344111442566,0.34710460901260376,0.5332002639770508,0.3811257481575012,0.4298820495605469,0.40496692061424255,0.35995417833328247,0.42323148250579834,0.2894844114780426,0.29038915038108826,0.5162277817726135,0.2892592251300812,0.39670059084892273,0.2876586616039276,0.3123273253440857,0.2796406149864197,0.23158058524131775,0.24122047424316406,0.5315548181533813,0.2060888558626175,0.4300941824913025,0.18351903557777405,0.3604682683944702,0.1640339195728302,0.2896000146865845,0.20356157422065735,0.5718428492546082,0.1470726579427719,0.5081741213798523,0.1081380546092987,0.4727972745895386,0.0738530308008194,0.4327898621559143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward,0.29628920555114746,0.7023187875747681,0.36751481890678406,0.6783879399299622,0.43149933218955994,0.6303316354751587,0.5018423795700073,0.5963852405548096,0.5606685280799866,0.5639734268188477,0.3682093024253845,0.5225250124931335,0.4096696674823761,0.4248237609863281,0.43797898292541504,0.36025530099868774,0.4606401324272156,0.2931356430053711,0.31302788853645325,0.5057806372642517,0.3179435431957245,0.3945261240005493,0.3218950927257538,0.3127894401550293,0.31823500990867615,0.2330983281135559,0.2635197341442108,0.5208538174629211,0.23131830990314484,0.42379894852638245,0.2119055986404419,0.3556930422782898,0.1955711990594864,0.28510135412216187,0.22500911355018616,0.5620644688606262,0.16873273253440857,0.5033502578735352,0.12996922433376312,0.4697137773036957,0.09667433798313141,0.4299026131629944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward,0.3057604134082794,0.6838269233703613,0.3788290023803711,0.662102997303009,0.445326566696167,0.6183447241783142,0.5155697464942932,0.5873490571975708,0.5755757689476013,0.5573068261146545,0.3761014938354492,0.5192837715148926,0.4206288456916809,0.42744821310043335,0.45104652643203735,0.366282194852829,0.4753367602825165,0.30123186111450195,0.32089048624038696,0.5004301071166992,0.3261645436286926,0.3919529318809509,0.3285599946975708,0.31391793489456177,0.32251182198524475,0.23953118920326233,0.27240097522735596,0.5134937167167664,0.23784509301185608,0.42298638820648193,0.21530790627002716,0.35932260751724243,0.19536294043064117,0.2974141240119934,0.23488691449165344,0.5535088777542114,0.1725282073020935,0.5020130276679993,0.12885895371437073,0.476984441280365,0.09160172939300537,0.4485134780406952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward,0.310126394033432,0.677897572517395,0.3802275061607361,0.6597210168838501,0.4504953622817993,0.6162732839584351,0.5207645893096924,0.5860646963119507,0.5799386501312256,0.5577405095100403,0.3802545666694641,0.5202324986457825,0.42195752263069153,0.43642711639404297,0.45183610916137695,0.38113272190093994,0.4760964512825012,0.31996703147888184,0.3241693079471588,0.5024617910385132,0.3227878510951996,0.40369629859924316,0.3191002309322357,0.3335341215133667,0.3072262704372406,0.2685319483280182,0.2764436602592468,0.5167156457901001,0.23375022411346436,0.43793985247612,0.20722293853759766,0.37690240144729614,0.18334028124809265,0.3189646005630493,0.23924368619918823,0.556420624256134,0.17329369485378265,0.5198476314544678,0.12573419511318207,0.5067893266677856,0.08459395170211792,0.4915100336074829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward,0.31522390246391296,0.6725281476974487,0.3904951512813568,0.6541047096252441,0.4646243453025818,0.6152334213256836,0.5375995635986328,0.5955494046211243,0.5978937149047852,0.5730292201042175,0.3872894048690796,0.5427646040916443,0.44476988911628723,0.49296891689300537,0.48537370562553406,0.4563755989074707,0.5189170837402344,0.4066123366355896,0.3337913751602173,0.5299445986747742,0.33824610710144043,0.46645450592041016,0.34070077538490295,0.41425493359565735,0.33541038632392883,0.35702013969421387,0.2849331796169281,0.5388575792312622,0.24094098806381226,0.48561549186706543,0.21086014807224274,0.4391714930534363,0.18302582204341888,0.39362505078315735,0.24482952058315277,0.5657044649124146,0.17676350474357605,0.5438932180404663,0.12880320847034454,0.5405711531639099,0.08716583251953125,0.5321611762046814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward,0.3176615238189697,0.6685746908187866,0.3966328203678131,0.656938374042511,0.46926429867744446,0.6248465180397034,0.5385721921920776,0.6086870431900024,0.5997492074966431,0.5903447270393372,0.3940696716308594,0.5536606907844543,0.45149892568588257,0.5149393081665039,0.49588000774383545,0.48619145154953003,0.5322998762130737,0.443453311920166,0.33690038323402405,0.5361787676811218,0.33941760659217834,0.47825002670288086,0.34177470207214355,0.4294012188911438,0.33539679646492004,0.37812310457229614,0.2850348651409149,0.5406038165092468,0.2391132414340973,0.49452880024909973,0.20869947969913483,0.45067355036735535,0.1804320067167282,0.4104347229003906,0.24369724094867706,0.5632554292678833,0.17315611243247986,0.5411624908447266,0.12353131175041199,0.5393273234367371,0.07946059107780457,0.53509122133255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward,0.3146039843559265,0.6675692796707153,0.3937968611717224,0.6519736051559448,0.46931472420692444,0.6244810819625854,0.5411821007728577,0.6076192855834961,0.6013737320899963,0.5892049074172974,0.3939923346042633,0.5542455911636353,0.46129369735717773,0.5287556052207947,0.5091013312339783,0.5102490782737732,0.551805853843689,0.4802168309688568,0.3377726376056671,0.5354974865913391,0.3447248041629791,0.4784269630908966,0.3532167673110962,0.43138551712036133,0.35476627945899963,0.38251855969429016,0.2869875431060791,0.5379032492637634,0.24378836154937744,0.49348902702331543,0.21425236761569977,0.44879889488220215,0.18741339445114136,0.41025078296661377,0.24541223049163818,0.5568063855171204,0.17802338302135468,0.5381006002426147,0.13035432994365692,0.5364455580711365,0.0869722068309784,0.5338967442512512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward,0.3146575093269348,0.6785298585891724,0.39371559023857117,0.6639244556427002,0.46865031123161316,0.6294323205947876,0.5414773225784302,0.612165629863739,0.6033646464347839,0.5934619903564453,0.3907332718372345,0.5520005822181702,0.4544397294521332,0.5198913216590881,0.5020205974578857,0.4975382089614868,0.5435916185379028,0.4612464904785156,0.3360198140144348,0.5362370610237122,0.3451184630393982,0.4746555984020233,0.3506276607513428,0.42327937483787537,0.34811481833457947,0.36708366870880127,0.28563886880874634,0.5421626567840576,0.24538978934288025,0.4908822774887085,0.21701118350028992,0.4441694915294647,0.19061633944511414,0.39897698163986206,0.2449260950088501,0.5662477016448975,0.17663338780403137,0.543290913105011,0.12774643301963806,0.5401343107223511,0.08389437198638916,0.5334106683731079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward,0.3178609013557434,0.6762977242469788,0.39308419823646545,0.6620317101478577,0.4662809669971466,0.6229093670845032,0.5375646948814392,0.6038923263549805,0.5977398157119751,0.5809415578842163,0.391595721244812,0.5489649176597595,0.4487031102180481,0.49142611026763916,0.4927024841308594,0.44860851764678955,0.5266444683074951,0.3959326446056366,0.3366076648235321,0.5320029854774475,0.33719635009765625,0.4510498046875,0.3392432630062103,0.38775375485420227,0.3303404748439789,0.3276444673538208,0.28827133774757385,0.5402110815048218,0.2445349544286728,0.47669950127601624,0.21597212553024292,0.42445552349090576,0.18704479932785034,0.3750675916671753,0.2502947151660919,0.5669457316398621,0.17878536880016327,0.5357230305671692,0.1267452985048294,0.5288293957710266,0.07967787981033325,0.5199275612831116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward,0.32032310962677,0.6788465976715088,0.39357906579971313,0.6624441742897034,0.464939147233963,0.621783435344696,0.534503698348999,0.5994760394096375,0.5954127311706543,0.5753363966941833,0.395937979221344,0.5333611369132996,0.44625601172447205,0.46454769372940063,0.48373332619667053,0.41681718826293945,0.5130224823951721,0.3610100746154785,0.34077587723731995,0.5157800316810608,0.34291568398475647,0.42737430334091187,0.34457165002822876,0.3612106442451477,0.3358755111694336,0.29629984498023987,0.29183751344680786,0.5280899405479431,0.24638631939888,0.45613136887550354,0.21941831707954407,0.3988463282585144,0.1944894641637802,0.34258392453193665,0.2525325417518616,0.5630857348442078,0.18315888941287994,0.527300238609314,0.13402070105075836,0.5140096545219421,0.0915069580078125,0.49672555923461914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward,0.32043522596359253,0.6770288348197937,0.3901452422142029,0.6581407189369202,0.4580425024032593,0.6150320768356323,0.5262781381607056,0.5837271213531494,0.5851107835769653,0.5554358959197998,0.38688740134239197,0.5238848328590393,0.4277994930744171,0.4435647428035736,0.46052396297454834,0.3907577395439148,0.4876260757446289,0.3310431241989136,0.3309977352619171,0.5059186220169067,0.32992491126060486,0.40657874941825867,0.32802093029022217,0.3335294723510742,0.3176889419555664,0.26508551836013794,0.2841270864009857,0.5197654962539673,0.23684367537498474,0.4397485852241516,0.20765990018844604,0.37814971804618835,0.18294459581375122,0.31918880343437195,0.24813710153102875,0.5598645806312561,0.17896410822868347,0.5223615765571594,0.12998780608177185,0.5075876116752625,0.08856472373008728,0.49050113558769226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward,0.3227365016937256,0.6812206506729126,0.3932501971721649,0.6589081287384033,0.4604685306549072,0.6150319576263428,0.5285735130310059,0.5839430093765259,0.5868933200836182,0.5561668872833252,0.38745608925819397,0.5207916498184204,0.4302406907081604,0.43939855694770813,0.4635874330997467,0.3867904543876648,0.49020153284072876,0.327737957239151,0.33231890201568604,0.5049830675125122,0.33152973651885986,0.4048718512058258,0.33086666464805603,0.33094877004623413,0.32141995429992676,0.2612929344177246,0.28549957275390625,0.5193445086479187,0.23987309634685516,0.4391344487667084,0.2110947072505951,0.3761471211910248,0.18673110008239746,0.31567227840423584,0.25032174587249756,0.5590356588363647,0.18010710179805756,0.5177333354949951,0.1313927322626114,0.5009061098098755,0.09050503373146057,0.48103347420692444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward,0.3204524517059326,0.6858233213424683,0.39146438241004944,0.6600632071495056,0.457881897687912,0.6127029657363892,0.5261593461036682,0.5783781409263611,0.5841805934906006,0.549171507358551,0.39060625433921814,0.513127863407135,0.4354715347290039,0.42716506123542786,0.46806082129478455,0.37052518129348755,0.49369919300079346,0.3110250234603882,0.3349686861038208,0.4966203570365906,0.33612802624702454,0.3908836841583252,0.33729368448257446,0.3139740526676178,0.32980018854141235,0.24273398518562317,0.28741517663002014,0.5123919248580933,0.24375173449516296,0.42720767855644226,0.216098815202713,0.3624041974544525,0.19311641156673431,0.29978930950164795,0.25177115201950073,0.5557035207748413,0.18347342312335968,0.5107892155647278,0.1358231157064438,0.48957914113998413,0.09656023979187012,0.4642868638038635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward,0.32427990436553955,0.6932231187820435,0.39765945076942444,0.663654625415802,0.4636304974555969,0.6149268746376038,0.5311115980148315,0.581064760684967,0.5899779200553894,0.5542442798614502,0.39734986424446106,0.5109974145889282,0.4459126591682434,0.42550238966941833,0.47926202416419983,0.36988091468811035,0.5068119764328003,0.3118129372596741,0.34416112303733826,0.49520185589790344,0.35068807005882263,0.3889487385749817,0.35668444633483887,0.3110969662666321,0.35440152883529663,0.23818901181221008,0.2965424358844757,0.5115363001823425,0.2577556371688843,0.41984623670578003,0.2338440716266632,0.3535928726196289,0.21412548422813416,0.28956007957458496,0.2601732909679413,0.5564494132995605,0.19395893812179565,0.5060703754425049,0.14806517958641052,0.48031941056251526,0.10974210500717163,0.4501960277557373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward,0.32698139548301697,0.6986449360847473,0.4000377953052521,0.6691904067993164,0.46583855152130127,0.61844801902771,0.5331791639328003,0.5832224488258362,0.591067910194397,0.55461585521698,0.3991928696632385,0.5147602558135986,0.44513627886772156,0.4265604317188263,0.47837933897972107,0.3704763650894165,0.5056759119033813,0.3116961121559143,0.34506648778915405,0.49937596917152405,0.3511722981929779,0.3929879367351532,0.35787034034729004,0.31404995918273926,0.35618856549263,0.23788529634475708,0.2968488037586212,0.5157744884490967,0.2585761845111847,0.4214819669723511,0.23470796644687653,0.35451799631118774,0.2148410975933075,0.2877456545829773,0.2603107690811157,0.5605660676956177,0.19567008316516876,0.508152961730957,0.15085044503211975,0.4812455177307129,0.1132243275642395,0.4497542381286621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward,0.3326992988586426,0.7150774002075195,0.4041682481765747,0.683499813079834,0.47008711099624634,0.6291859745979309,0.5340127348899841,0.5895448923110962,0.5899021029472351,0.5592938661575317,0.4035853147506714,0.5185447335243225,0.4502331614494324,0.4224863052368164,0.48205575346946716,0.359952449798584,0.5081108808517456,0.29834866523742676,0.34930697083473206,0.5017021298408508,0.35965654253959656,0.3802317976951599,0.36636215448379517,0.2940810024738312,0.36519187688827515,0.21333551406860352,0.29969021677970886,0.517532467842102,0.2655499577522278,0.4105686545372009,0.24376539885997772,0.33606192469596863,0.22608613967895508,0.26451319456100464,0.26044830679893494,0.5615012645721436,0.20186740159988403,0.49986156821250916,0.1613660305738449,0.46357446908950806,0.12715455889701843,0.4230627417564392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward,0.33515244722366333,0.7334411144256592,0.40412694215774536,0.6969450116157532,0.46692976355552673,0.6345697045326233,0.5314561128616333,0.5886772274971008,0.5875850319862366,0.5556646585464478,0.40453317761421204,0.5177335739135742,0.45026111602783203,0.41589465737342834,0.4817119836807251,0.3521684408187866,0.5067030191421509,0.28980404138565063,0.3510923385620117,0.49989840388298035,0.36042121052742004,0.3732350468635559,0.3674226999282837,0.28675681352615356,0.3667093515396118,0.2060776650905609,0.3013710081577301,0.5170867443084717,0.2663891911506653,0.40676820278167725,0.24313576519489288,0.3303486704826355,0.2245466113090515,0.25640615820884705,0.26099422574043274,0.5619769096374512,0.20424872636795044,0.4940827488899231,0.1659616380929947,0.45307159423828125,0.13348044455051422,0.40780335664749146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward,0.3384477496147156,0.752070963382721,0.40660980343818665,0.7075865268707275,0.4679824709892273,0.6359748840332031,0.5299259424209595,0.5822404026985168,0.5844740271568298,0.5493872165679932,0.40235739946365356,0.5074416399002075,0.44585153460502625,0.39892518520355225,0.47440868616104126,0.3291993737220764,0.49612826108932495,0.26266711950302124,0.3482288420200348,0.4924950897693634,0.3556179404258728,0.36049336194992065,0.3616243302822113,0.26902639865875244,0.3602709174156189,0.18335536122322083,0.2984161376953125,0.5140821933746338,0.26187169551849365,0.3986038565635681,0.24101413786411285,0.31548136472702026,0.224196657538414,0.23634886741638184,0.2583931088447571,0.5628871321678162,0.2010471522808075,0.4883750379085541,0.16406236588954926,0.4409831464290619,0.13271622359752655,0.3890036940574646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
